Student_ID,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S2394,Male,24,CS,97.53,79.99,42.15,62.03,78.17,3.28,75.91,A,20.7,No,Yes,Medium,1,4.0
S2395,Male,18,Engineering,55.44,55.96,56.98,95.56,85.43,5.47,91.98,D,16.3,No,Yes,High,5,6.2
S2396,Male,19,Business,51.65,61.39,79.13,64.44,79.24,9.05,85.17,D,28.6,No,Yes,Low,2,8.0
S2397,Male,21,Business,80.4,96.43,78.88,90.94,84.22,8.38,74.98,B,13.8,Yes,Yes,Low,8,4.4
S2398,Female,19,Mathematics,97.45,54.43,44.41,64.3,62.8,2.32,68.19,A,19.6,No,Yes,Medium,5,4.0
S2399,Female,19,CS,99.49,45.7,57.24,96.97,91.64,5.19,63.31,B,26.2,No,No,Medium,6,6.3
S2400,Male,21,CS,74.21,44.16,74.17,95.72,72.48,6.59,62.97,A,29.0,Yes,Yes,Low,7,4.0
S2401,Male,18,CS,73.4,70.28,59.11,52.16,99.36,9.88,78.1,D,25.0,Yes,Yes,High,4,8.7
S2402,Male,21,CS,82.25,78.5,65.08,88.52,51.16,0.31,58.34,B,28.4,No,Yes,High,5,8.1
S2403,Male,22,Mathematics,75.431409455843,59.64,82.77,74.79867276377426,69.02,4.64,58.74,D,16.6,No,Yes,Low,9,7.2
S2404,Male,21,Engineering,81.7,81.42,40.56,60.76,59.02,9.88,50.52,C,24.1,No,Yes,High,6,4.1
S2405,Male,20,Business,93.7,43.66,56.58,72.99,77.78,9.77,80.67,B,7.4,Yes,Yes,Low,8,6.8
S2406,Male,22,Engineering,87.32,91.44,48.54,78.82,62.16,3.31,99.72,A,19.8,No,Yes,Low,4,7.4
S2407,Female,19,CS,74.84,88.99,47.66,74.79867276377426,86.87,0.0,94.46,B,5.3,No,Yes,Low,4,6.9
S2408,Female,24,CS,73.09,99.13,97.54,78.77,94.09,5.87,85.28,F,11.5,Yes,Yes,Medium,8,8.7
S2409,Female,22,Engineering,81.98,96.19,62.59,58.53,60.54,8.67,89.28,F,21.6,No,Yes,High,3,8.2
S2410,Female,18,Business,72.79,61.37,71.63,51.12,58.03,3.24,70.84,A,9.3,No,Yes,Low,5,5.8
S2411,Male,18,CS,72.89,63.96,84.03,78.56,93.77,9.34,64.9,B,10.0,No,Yes,Medium,3,7.5
S2412,Male,21,Business,50.82,84.76,42.85,75.87,68.06,3.33,68.43,F,6.5,No,No,Low,1,6.3
S2413,Male,22,Business,58.7,48.04,54.46,74.79867276377426,71.73,6.1,54.07,D,23.7,No,Yes,Low,3,8.6
S2414,Male,19,Engineering,74.43,58.84,89.93,82.49,61.05,7.22,81.69,B,16.2,No,Yes,High,6,7.1
S2415,Male,18,Business,91.13,47.11,91.72,94.87,71.27,3.45,58.74,A,27.2,No,Yes,Medium,6,6.9
S2416,Female,23,Engineering,63.94,67.29,62.38,72.97,61.57,3.52,88.14,A,14.1,No,Yes,Medium,7,6.5
S2417,Male,19,Engineering,76.13,73.12,62.49,50.42,83.3,4.7,59.5,A,15.9,Yes,Yes,Medium,3,5.9
S2418,Female,23,Business,67.25,52.67,85.41,74.79867276377426,74.94,8.35,61.41,F,17.4,No,Yes,Low,9,4.7
S2419,Male,20,Mathematics,55.24,41.6,57.7,83.76,89.4,1.01,97.87,D,26.5,Yes,No,Low,10,5.4
S2420,Female,23,CS,97.91,83.16,47.03,76.07,65.64,6.31,55.27,A,12.3,Yes,Yes,Low,9,5.7
S2421,Male,18,Engineering,92.73,41.2,55.45,84.47,75.28,6.77,74.94,A,6.3,No,No,High,2,4.8
S2422,Female,21,CS,53.92,98.4,63.24,74.79867276377426,62.98,5.58,53.13,C,20.7,No,Yes,Medium,8,8.1
S2423,Male,20,CS,85.99,53.3,43.13,57.44,96.72,9.36,54.52,B,25.6,Yes,No,Medium,2,4.0
S2424,Male,22,Engineering,67.38,79.83,68.72,83.23,76.1,6.02,81.68,F,18.9,Yes,Yes,Medium,2,8.6
S2425,Male,19,Mathematics,99.74,66.09,84.4,62.26,58.67,6.35,81.54,A,13.0,No,Yes,High,6,4.6
S2426,Male,18,CS,65.12,43.58,70.82,72.82,63.64,6.0,59.66,D,20.8,No,Yes,Low,8,4.3
S2427,Female,20,CS,75.431409455843,68.33,44.31,74.58,54.15,7.22,93.62,F,29.8,No,Yes,Low,1,9.0
S2428,Male,20,CS,78.39,71.01,66.41,73.86,51.39,1.35,85.11,A,19.4,Yes,Yes,Low,8,9.0
S2429,Female,18,Engineering,91.76,91.28,82.53,79.92,76.3,8.94,65.03,B,12.9,No,No,High,8,5.0
S2430,Male,22,CS,59.63,83.94,43.49,51.47,66.86,0.42,62.42,C,11.1,No,Yes,Medium,4,4.7
S2431,Female,22,CS,85.47,44.76,43.59,99.48,98.19,6.41,87.71,A,30.0,No,Yes,Medium,6,5.0
S2432,Male,21,Business,53.07,52.55,62.24,85.82,58.57,6.15,86.68,D,26.3,No,Yes,Low,2,6.6
S2433,Male,24,CS,95.95,58.71,51.7,71.27,89.7,2.08,57.44,A,12.0,No,Yes,Low,1,5.6
S2434,Female,23,Engineering,54.05,46.98,96.09,59.57,65.8,0.41,67.46,D,11.6,No,Yes,Low,7,5.7
S2435,Male,22,Business,95.71,67.41,74.88,54.01,61.18,1.39,60.83,A,25.1,Yes,No,High,7,8.0
S2436,Male,21,CS,74.54,99.06,57.24,83.61,98.48,2.72,64.71,D,29.8,No,Yes,High,3,8.5
S2437,Female,23,Engineering,72.4,70.88,82.29,65.85,90.13,8.82,64.38,F,16.6,Yes,No,Medium,3,8.8
S2438,Male,20,Engineering,98.67,84.51,62.5,61.47,81.53,8.56,98.8,A,10.7,No,Yes,Low,10,6.6
S2439,Female,18,Engineering,99.52,80.98,47.93,69.0,84.86,0.64,87.51,A,10.8,No,Yes,High,1,5.2
S2440,Male,22,Engineering,82.51,90.99,54.23,74.79867276377426,99.57,2.89,89.0,A,24.9,No,Yes,Medium,1,6.8
S2441,Female,21,CS,56.36,52.94,78.56,74.79867276377426,79.66,8.89,63.87,F,20.1,Yes,Yes,Low,2,8.4
S2442,Female,20,Business,75.31,85.23,43.11,82.26,55.1,2.37,50.03,B,20.8,No,Yes,Low,10,4.2
S2443,Female,22,Business,76.46,92.88,56.36,74.79867276377426,53.24,9.96,52.91,C,9.9,No,Yes,Medium,3,8.6
S2444,Female,19,CS,75.72,50.29,52.5,60.94,83.33,2.57,77.65,F,8.3,Yes,Yes,High,4,5.1
S2445,Male,24,CS,78.47,60.81,52.07,81.84,82.88,7.39,64.27,B,5.3,Yes,Yes,Medium,8,5.6
S2446,Male,20,CS,50.94,98.21,80.97,55.06,87.41,4.17,59.65,D,27.9,No,Yes,Low,5,5.8
S2447,Female,22,CS,85.56,86.85,89.55,77.4,55.44,1.36,52.48,A,13.9,Yes,Yes,Low,2,8.6
S2448,Male,20,Engineering,85.62,56.96,82.95,79.2,97.25,2.55,93.79,B,23.9,No,No,Low,7,4.9
S2449,Male,18,CS,55.77,73.84,78.74,60.81,77.56,6.75,80.01,C,27.1,No,Yes,High,8,5.1
S2450,Male,18,CS,78.51,64.26,94.99,69.58,82.48,3.37,55.37,C,20.0,Yes,Yes,Low,3,7.7
S2451,Female,24,Business,78.42,69.4,43.5,91.36,51.74,6.04,88.32,A,15.6,No,Yes,Low,6,8.7
S2452,Male,18,CS,84.12,61.31,50.05,57.42,98.05,2.06,87.79,F,6.0,Yes,Yes,Medium,10,4.5
S2453,Male,23,Business,54.27,56.76,64.86,74.79867276377426,78.13,4.49,64.47,D,13.4,No,Yes,Low,8,6.6
S2454,Female,19,Business,81.33,80.49,62.35,96.64,78.17,5.12,59.42,C,13.0,Yes,No,Low,10,8.6
S2455,Male,18,CS,64.04,86.71,65.08,74.79867276377426,97.18,4.13,90.7,D,19.2,No,Yes,Medium,6,8.4
S2456,Female,19,Business,75.35,92.44,52.39,86.26,96.47,1.98,66.48,D,24.1,Yes,No,Medium,10,8.7
S2457,Female,18,Business,88.67,49.32,48.97,91.34,61.01,4.62,92.37,B,22.8,No,Yes,Low,6,8.5
S2458,Female,23,CS,85.28,89.37,70.55,60.19,96.55,6.93,52.18,A,26.7,No,No,High,8,5.6
S2459,Male,20,CS,55.95,55.29,95.68,60.91,86.83,9.65,74.96,D,6.2,Yes,Yes,Medium,1,5.0
S2460,Male,22,Engineering,79.56,65.64,63.52,87.93,50.95,7.9,58.98,C,20.1,Yes,No,High,2,8.5
S2461,Female,22,Mathematics,98.46,94.09,42.6,87.67,61.99,1.61,83.6,A,9.7,No,Yes,Medium,3,7.6
S2462,Female,18,Engineering,57.84,67.27,82.37,53.01,70.65,2.73,99.86,F,29.3,No,Yes,Medium,7,5.9
S2463,Female,22,CS,92.65,51.82,57.47,66.12,79.14,0.79,70.63,B,15.2,No,No,High,1,7.6
S2464,Female,18,Engineering,85.13,49.59,54.71,69.93,85.07,1.36,55.02,A,20.6,No,Yes,Medium,4,5.5
S2465,Female,18,Engineering,88.7,68.38,59.46,91.45,60.51,2.51,65.88,A,13.8,No,No,Low,3,6.9
S2466,Female,24,Engineering,64.1,85.76,83.43,71.09,91.84,2.0,94.58,D,10.5,No,Yes,Medium,8,5.2
S2467,Male,21,Business,64.39,99.83,89.13,96.3,92.29,2.14,88.29,A,22.2,No,No,Low,7,6.8
S2468,Female,21,Engineering,95.3,87.24,75.28,74.79867276377426,81.75,2.31,61.61,A,28.5,No,Yes,Low,1,8.6
S2469,Female,24,Business,75.431409455843,92.62,59.35,89.04,96.05,3.01,97.68,F,6.5,Yes,Yes,High,9,7.9
S2470,Female,21,Business,53.15,84.87,58.63,83.32,90.65,1.26,81.11,D,25.6,No,Yes,Medium,4,7.3
S2471,Male,19,Engineering,80.03,93.73,47.46,69.59,61.08,2.78,58.4,F,13.5,Yes,Yes,Low,7,5.2
S2472,Male,21,CS,56.24,44.58,96.0,74.79867276377426,89.93,6.88,78.62,D,8.0,Yes,Yes,Low,6,4.3
S2473,Male,18,Business,89.83,95.8,78.29,78.66,97.66,2.36,72.56,A,22.8,No,Yes,Medium,3,7.6
S2474,Male,23,Mathematics,82.09,63.78,41.62,68.09,56.88,1.72,90.98,C,7.1,Yes,Yes,Low,6,6.9
S2475,Female,23,CS,93.74,95.3,79.74,67.54,98.93,0.68,67.21,A,23.2,Yes,Yes,Low,7,5.1
S2476,Male,20,Engineering,89.24,44.54,66.83,84.39,51.25,5.0,93.75,B,15.9,No,No,Low,5,8.7
S2477,Female,21,CS,55.61,82.91,98.35,73.18,76.11,8.42,90.6,C,9.1,No,Yes,Medium,10,6.8
S2478,Female,23,Business,75.431409455843,84.14,89.14,87.6,88.69,0.59,83.73,F,8.9,No,Yes,Medium,4,6.9
S2479,Female,21,Business,75.431409455843,99.81,50.28,69.91,89.52,5.42,62.93,D,23.7,No,Yes,Low,6,5.5
S2480,Female,20,CS,70.87,86.13,83.21,57.54,86.73,6.51,98.52,B,25.7,Yes,Yes,High,10,8.4
S2481,Female,23,Business,98.62,62.95,69.13,73.07,76.47,5.92,77.43,A,22.1,Yes,Yes,High,8,8.5
S2482,Female,18,CS,86.79,73.43,51.22,97.55,82.55,8.78,95.38,B,23.0,Yes,No,Medium,7,7.6
S2483,Male,19,Business,50.77,61.99,81.92,90.08,85.0,8.66,60.79,D,26.2,Yes,Yes,Low,3,4.5
S2484,Male,24,Engineering,94.0,51.76,72.84,60.29,74.73,0.57,99.17,B,15.7,Yes,Yes,Medium,2,4.4
S2485,Male,24,CS,55.04,54.91,41.82,69.57,79.78,3.61,90.8,D,9.2,No,Yes,Medium,10,6.3
S2486,Male,24,CS,57.03,53.32,78.8,96.39,92.32,6.71,97.46,F,14.4,No,Yes,Low,5,4.7
S2487,Male,21,CS,86.72,72.93,78.1,56.18,65.64,9.52,60.62,A,29.5,No,Yes,Medium,9,5.7
S2488,Female,23,Engineering,93.25,94.37,48.65,62.7,76.16,8.05,71.53,A,16.2,No,Yes,Medium,10,4.9
S2489,Male,23,Engineering,76.82,94.76,60.94,63.11,50.42,1.77,54.88,D,28.1,No,Yes,High,5,5.6
S2490,Male,20,CS,75.431409455843,43.29,75.15,78.55,84.37,2.79,56.85,A,22.6,Yes,Yes,Low,10,8.7
S2491,Male,18,CS,67.57,44.79,48.33,70.54,59.77,7.64,64.2,C,23.4,Yes,Yes,Low,1,7.8
S2492,Female,22,CS,67.14,54.71,91.16,53.99,74.05,4.71,97.58,F,9.8,No,No,Low,9,4.7
S2493,Female,23,Business,66.33,55.3,41.65,81.46,60.51,5.47,83.36,A,14.2,No,Yes,High,2,7.3
S2494,Female,19,Business,75.431409455843,45.69,46.17,54.95,51.18,6.09,65.73,A,23.3,Yes,Yes,Low,2,4.2
S2495,Male,20,CS,80.44,63.31,46.97,80.32,74.16,1.03,97.73,B,21.4,No,Yes,Medium,6,8.9
S2496,Male,23,Engineering,95.02,75.26,71.69,75.35,71.24,8.56,86.99,A,26.6,No,Yes,High,3,6.7
S2497,Male,23,CS,65.35,74.69,77.21,74.68,71.26,8.63,95.35,F,10.2,No,Yes,High,5,6.5
S2498,Male,20,Mathematics,59.33,72.61,64.22,53.37,60.44,4.68,96.36,D,23.7,Yes,Yes,Medium,5,5.2
S2499,Male,20,Mathematics,91.93,60.32,57.32,81.96,97.36,6.27,87.54,B,6.0,Yes,Yes,High,3,6.3
S2500,Female,21,Engineering,87.09,82.39,88.56,71.57,50.18,6.6,62.16,A,12.5,No,Yes,Medium,8,6.6
S2501,Male,23,Mathematics,96.54,89.59,44.1,70.56,94.58,1.9,99.83,B,20.8,Yes,Yes,High,3,7.3
S2502,Female,22,Business,58.28,60.78,56.82,79.82,86.85,1.13,66.25,C,29.5,No,Yes,Low,6,4.2
S2503,Male,19,Business,57.21,45.13,42.35,80.31,58.6,0.21,83.59,D,29.7,No,Yes,Medium,10,5.7
S2504,Female,18,Engineering,75.431409455843,57.78,40.83,50.75,73.61,9.13,92.24,F,16.0,No,No,Medium,5,5.9
S2505,Female,18,CS,80.72,48.24,61.2,56.26,99.44,3.46,58.76,F,24.1,No,Yes,Medium,7,4.7
S2506,Female,22,CS,74.01,68.04,51.69,61.83,82.18,0.86,80.45,B,20.0,Yes,Yes,Medium,6,5.2
S2507,Female,20,CS,79.95,49.36,56.1,83.9,56.37,4.66,68.76,A,22.7,No,Yes,Low,9,5.2
S2508,Male,20,Engineering,59.02,67.77,89.26,78.84,72.88,0.76,62.21,C,23.3,Yes,Yes,Low,2,8.1
S2509,Male,20,CS,73.98,53.26,49.78,87.88,73.41,0.85,50.59,F,18.7,No,Yes,Medium,10,7.4
S2510,Male,23,CS,82.9,84.32,86.81,87.03,90.11,4.89,93.6,F,25.3,Yes,Yes,Low,6,8.6
S2511,Female,20,Engineering,71.64,41.65,80.5,92.66,95.81,5.09,56.79,A,19.6,No,Yes,Low,10,5.5
S2512,Male,20,CS,75.431409455843,73.28,59.59,68.84,54.11,5.8,93.91,B,7.5,No,Yes,High,10,8.4
S2513,Male,23,Engineering,72.56,50.17,72.79,67.25,65.7,6.56,80.03,F,29.7,No,Yes,Low,5,8.3
S2514,Male,23,Mathematics,75.431409455843,40.06,66.67,91.55,64.92,6.68,81.05,D,12.6,No,Yes,Low,9,6.2
S2515,Male,22,Business,65.18,92.15,47.7,61.88,99.8,4.33,91.43,B,29.1,No,Yes,Low,2,7.1
S2516,Female,21,Engineering,75.431409455843,80.29,94.43,73.06,77.96,6.44,75.47,A,12.3,Yes,Yes,Medium,8,7.0
S2517,Female,23,Engineering,75.431409455843,45.94,74.18,59.72,93.99,3.05,67.86,C,26.3,Yes,Yes,High,7,5.5
S2518,Male,19,Engineering,83.43,79.84,92.81,95.69,71.3,4.41,56.94,F,22.2,No,Yes,Low,1,5.3
S2519,Male,20,CS,92.26,76.7,89.43,70.39,86.14,3.93,78.52,A,13.9,No,No,Medium,3,4.8
S2520,Male,21,Business,67.73,68.4,44.79,74.79867276377426,64.33,3.29,77.66,C,28.5,Yes,Yes,Low,4,8.2
S2521,Female,18,CS,52.3,65.16,52.44,74.79867276377426,95.59,2.39,64.69,C,19.6,No,Yes,Medium,8,6.7
S2522,Female,22,CS,99.34,93.22,48.72,62.23,72.76,0.78,80.0,A,25.7,No,Yes,Medium,2,5.7
S2523,Female,21,Business,63.18,54.71,89.85,97.18,90.19,5.06,71.97,F,24.9,No,Yes,Medium,8,6.5
S2524,Male,23,CS,56.33,63.9,91.75,68.38,62.79,5.37,90.28,D,6.2,No,Yes,High,2,4.4
S2525,Female,20,CS,68.49,59.75,71.68,83.23,84.68,3.36,77.97,D,11.7,No,Yes,High,3,4.5
S2526,Female,20,CS,86.93,86.27,46.25,74.79867276377426,70.26,9.76,96.68,A,16.8,No,Yes,High,8,7.8
S2527,Female,20,CS,64.7,94.99,48.14,90.36,51.57,5.57,75.9,F,28.3,No,Yes,Medium,9,8.5
S2528,Female,21,CS,78.74,90.99,88.81,94.85,70.65,8.89,94.37,F,6.6,No,Yes,Medium,5,5.6
S2529,Female,20,CS,75.431409455843,87.86,95.75,74.79867276377426,77.5,5.7,76.03,A,9.6,No,Yes,Low,4,6.0
S2530,Male,23,Engineering,55.89,99.21,51.97,92.42,57.59,1.9,77.9,C,20.6,No,Yes,Low,3,5.9
S2531,Male,21,Business,66.51,81.83,40.67,55.09,59.2,9.75,68.34,A,21.3,No,Yes,Medium,3,6.4
S2532,Male,20,CS,75.431409455843,85.06,59.86,96.2,73.24,8.85,70.01,C,9.1,No,Yes,Medium,9,6.1
S2533,Male,18,Business,75.431409455843,98.97,41.83,81.22,67.14,4.71,96.66,D,28.7,Yes,No,Low,4,5.9
S2534,Female,18,CS,55.99,40.42,89.68,93.46,72.04,2.43,61.16,F,9.4,Yes,No,Low,2,7.3
S2535,Male,19,CS,58.17,78.04,69.49,84.22,73.04,2.23,56.07,D,9.6,No,Yes,Medium,4,5.4
S2536,Male,20,CS,82.04,84.34,78.51,60.09,57.0,8.06,91.51,B,20.9,No,Yes,Low,3,8.7
S2537,Male,20,Engineering,90.67,95.07,64.69,74.79867276377426,59.06,0.69,78.85,B,15.5,No,Yes,Medium,5,5.5
S2538,Female,21,Engineering,75.431409455843,93.03,60.73,54.55,92.41,6.38,64.23,A,5.7,Yes,Yes,Medium,4,5.1
S2539,Male,21,Engineering,79.77,90.52,53.33,84.79,58.14,6.4,71.62,A,28.0,No,Yes,High,2,8.9
S2540,Female,24,Business,58.53,96.75,86.23,70.45,83.3,1.82,76.25,F,6.9,Yes,Yes,Medium,10,5.1
S2541,Female,20,Engineering,65.57,72.24,81.73,57.59,70.93,7.05,79.61,F,8.9,Yes,Yes,Low,1,6.7
S2542,Female,19,Engineering,51.01,40.42,61.64,98.96,98.41,7.05,91.05,F,27.4,No,Yes,Low,1,5.6
S2543,Male,20,Mathematics,88.41,40.66,59.27,74.79867276377426,53.31,3.5,69.72,A,11.9,No,Yes,Low,1,4.4
S2544,Female,23,CS,70.05,72.68,40.07,94.68,91.52,4.83,83.83,B,25.4,Yes,Yes,Low,3,8.8
S2545,Male,21,CS,90.81,66.12,43.81,89.44,74.57,8.33,91.74,A,9.3,Yes,Yes,Medium,2,5.9
S2546,Male,20,Business,85.42,67.07,77.4,84.6,50.27,5.23,92.19,A,6.2,No,Yes,Medium,4,7.2
S2547,Male,21,Engineering,91.44,64.02,70.88,82.75,63.18,6.18,62.71,A,10.9,Yes,Yes,Medium,3,8.3
S2548,Female,20,CS,64.28,95.06,66.09,55.3,70.38,4.13,67.51,C,23.6,Yes,Yes,Medium,7,6.8
S2549,Female,22,CS,59.26,61.55,89.65,95.03,65.71,1.5,79.75,D,21.6,No,Yes,Medium,8,7.6
S2550,Male,21,Engineering,98.6,91.37,70.23,94.06,68.12,9.98,94.29,B,12.8,No,Yes,High,5,7.9
S2551,Female,19,Engineering,85.87,94.17,63.07,87.39,95.83,5.32,89.52,A,20.8,No,No,High,6,5.9
S2552,Female,22,CS,75.431409455843,69.97,49.68,96.37,68.05,3.36,79.2,B,21.6,No,Yes,Low,7,7.1
S2553,Female,23,Mathematics,50.66,66.82,89.24,77.65,70.94,7.14,99.19,F,19.1,No,No,Medium,9,5.0
S2554,Male,20,Business,67.72,85.66,74.57,72.38,88.06,6.21,71.95,A,28.4,No,Yes,Low,1,4.3
S2555,Female,24,Engineering,87.14,82.48,45.55,98.4,89.69,2.33,92.12,A,24.8,Yes,Yes,Medium,2,8.9
S2556,Female,23,Engineering,53.9,59.71,78.93,73.21,54.2,8.77,90.92,C,25.4,No,Yes,Low,1,4.5
S2557,Male,21,Business,78.37,46.15,65.5,82.07,85.2,0.71,95.4,A,15.6,No,Yes,Medium,9,6.1
S2558,Female,22,CS,71.45,55.89,88.68,68.65,74.13,6.06,99.38,B,22.1,No,Yes,Low,2,4.3
S2559,Male,23,CS,50.88,47.86,95.13,81.82,56.69,4.78,74.78,C,9.6,No,No,Low,2,8.6
S2560,Female,19,Engineering,61.8,57.68,76.03,86.0,63.24,3.18,59.78,D,12.4,No,Yes,Low,5,4.5
S2561,Female,24,Business,64.24,55.71,83.9,81.23,52.25,8.26,73.04,F,17.6,No,Yes,High,9,7.9
S2562,Female,21,CS,55.59,78.26,43.4,75.73,68.01,6.56,92.69,D,25.4,No,Yes,Low,3,7.6
S2563,Female,22,Mathematics,81.58,97.27,73.62,65.01,62.77,7.59,91.81,D,13.4,No,Yes,High,10,4.2
S2564,Female,23,Engineering,62.12,81.14,85.32,82.19,69.11,4.15,66.8,B,16.0,No,Yes,High,8,7.6
S2565,Female,22,CS,63.88,95.6,69.81,95.42,79.02,9.42,52.37,D,28.9,No,Yes,Low,10,8.8
S2566,Male,22,CS,75.431409455843,87.05,75.61,50.35,86.62,3.45,75.49,A,12.1,No,Yes,Medium,1,6.6
S2567,Female,23,CS,73.36,83.67,93.94,56.7,80.27,5.31,73.71,D,20.5,No,Yes,High,10,5.4
S2568,Female,18,Business,69.61,64.84,51.89,55.99,83.92,9.34,54.29,C,7.5,Yes,Yes,Medium,2,6.7
S2569,Female,20,Mathematics,86.19,59.49,45.89,96.16,93.28,0.83,89.74,B,15.3,No,Yes,Low,8,4.6
S2570,Male,21,Engineering,95.48,90.78,81.44,83.14,93.69,1.09,64.18,A,13.3,Yes,Yes,High,1,8.8
S2571,Male,21,Mathematics,51.25,94.32,89.37,97.59,93.04,9.94,82.29,D,5.3,No,Yes,Low,9,5.8
S2572,Male,24,Business,72.41,67.11,91.03,74.79867276377426,57.66,9.71,55.07,D,19.6,Yes,Yes,Low,4,6.3
S2573,Female,24,Engineering,80.54,40.54,78.5,73.09,62.55,7.72,93.04,A,13.3,No,Yes,Low,3,6.0
S2574,Female,24,Engineering,65.93,87.55,89.99,89.62,75.12,4.84,86.96,D,11.3,No,Yes,Medium,3,4.1
S2575,Male,21,Engineering,88.62,57.1,82.04,58.05,67.94,5.06,69.42,A,27.3,Yes,Yes,Low,1,4.2
S2576,Male,22,Engineering,98.57,40.59,45.24,69.07,56.58,2.57,81.47,A,10.7,No,Yes,High,8,6.8
S2577,Male,24,CS,97.17,88.3,85.72,74.79867276377426,64.39,4.33,59.37,B,15.1,Yes,Yes,Low,4,6.5
S2578,Female,23,Engineering,63.3,71.04,50.76,64.92,98.77,4.31,99.27,C,28.7,No,Yes,Low,1,8.9
S2579,Male,20,CS,61.32,81.11,54.2,68.56,67.35,0.36,89.81,F,7.0,No,No,High,5,5.3
S2580,Female,19,Business,97.87,94.88,63.68,53.91,70.95,4.53,89.45,A,28.5,Yes,Yes,High,10,5.8
S2581,Female,21,Business,72.93,72.47,58.87,59.9,50.32,4.8,57.67,D,14.8,Yes,Yes,Medium,8,8.9
S2582,Female,23,CS,75.431409455843,70.19,59.3,66.77,85.97,6.66,50.89,C,24.8,Yes,Yes,Medium,8,4.2
S2583,Male,20,CS,85.35,57.44,50.16,89.79,70.68,5.16,79.27,A,13.9,No,Yes,Medium,10,7.2
S2584,Female,20,Engineering,75.431409455843,58.31,57.63,74.79867276377426,55.16,8.62,57.21,B,15.4,No,Yes,Medium,3,4.5
S2585,Male,18,Engineering,63.36,87.79,41.18,67.33,98.43,3.68,89.02,C,15.9,No,Yes,Medium,4,8.7
S2586,Male,23,CS,93.96,66.94,68.37,53.25,88.87,4.1,70.8,A,28.7,No,Yes,High,10,5.4
S2587,Male,21,Engineering,58.12,49.81,86.12,77.86,86.31,5.71,66.93,D,18.8,No,Yes,High,4,8.1
S2588,Male,24,CS,75.431409455843,45.67,91.73,80.56,97.89,2.03,53.68,A,10.4,No,Yes,High,3,8.6
S2589,Female,22,CS,63.46,68.38,89.23,93.28,70.37,3.93,99.8,F,20.3,No,Yes,Low,6,8.2
S2590,Female,24,CS,80.35,67.9,64.99,90.96,85.93,6.86,97.8,C,27.2,No,Yes,Low,3,6.8
S2591,Female,20,CS,56.15,79.21,83.83,64.27,60.31,4.12,56.58,D,10.4,No,Yes,Low,6,8.9
S2592,Female,20,Business,73.58,68.26,57.27,56.85,84.86,9.07,66.64,F,13.4,No,Yes,High,5,7.4
S2593,Male,19,Mathematics,81.37,48.61,43.33,57.8,50.7,6.15,69.54,F,19.3,No,Yes,Low,2,7.9
S2594,Male,24,Engineering,92.44,70.47,80.56,98.45,56.32,1.54,64.84,A,29.7,No,Yes,Low,8,5.2
S2595,Male,18,Engineering,61.49,94.41,78.93,74.79867276377426,71.26,4.87,96.72,F,16.6,No,Yes,High,7,6.1
S2596,Male,20,CS,90.87,49.57,88.1,52.13,50.6,7.65,86.07,B,19.6,No,No,Low,7,7.0
S2597,Female,20,Engineering,61.75,81.39,76.97,56.84,73.1,6.43,97.8,B,8.4,Yes,Yes,Low,6,4.7
S2598,Male,22,CS,83.84,75.63,49.41,74.29,76.14,8.85,93.73,C,24.0,No,Yes,High,9,8.8
S2599,Female,22,Engineering,71.53,84.92,91.19,60.39,81.08,7.5,87.73,A,10.5,No,No,Low,4,4.5
S2600,Male,19,Mathematics,55.73,49.04,77.64,90.18,55.02,0.62,84.85,C,13.2,No,Yes,High,5,7.7
S2601,Male,23,CS,85.71,96.5,88.46,78.66,59.05,1.13,93.31,B,22.7,Yes,Yes,Low,9,4.3
S2602,Male,19,Business,75.431409455843,77.26,86.45,80.63,80.66,6.5,84.21,A,22.8,No,Yes,Low,3,4.5
S2603,Male,19,CS,58.83,90.82,57.87,73.14,82.91,2.38,59.44,D,13.0,No,No,Low,3,7.1
S2604,Female,22,CS,67.92,54.8,44.47,62.8,51.3,5.88,82.41,D,26.3,No,Yes,High,8,6.3
S2605,Female,24,CS,82.66,84.36,50.59,79.47,77.02,7.92,75.75,B,24.9,No,Yes,Medium,10,4.0
S2606,Female,24,CS,61.7,86.86,45.57,85.85,89.25,5.77,99.09,A,20.4,No,Yes,Low,6,6.0
S2607,Female,24,CS,59.18,63.85,54.6,74.79867276377426,53.46,4.15,75.5,F,9.5,No,Yes,Medium,2,5.3
S2608,Male,23,CS,75.431409455843,63.04,67.57,75.25,70.66,6.46,51.92,A,27.6,No,Yes,Low,3,8.4
S2609,Male,22,Engineering,73.58,79.47,94.41,91.98,66.33,1.44,63.21,A,18.2,No,Yes,Medium,8,7.5
S2610,Female,18,CS,71.43,45.6,92.32,57.43,95.68,7.23,95.87,B,14.4,No,Yes,Low,5,7.7
S2611,Female,21,Engineering,61.69,84.14,83.12,77.26,59.29,6.97,98.12,D,28.2,No,Yes,High,2,8.8
S2612,Male,21,Mathematics,52.68,42.57,41.45,67.42,65.92,5.14,86.42,D,29.3,Yes,Yes,Medium,3,7.5
